time_stamp,tag19_X,tag19_Y,tag20_X,tag20_Y,tag19_score,tag20_score,chosen_X,chosen_Y,periodID,dayID
1653308915,5420,1618,7460,1061,89.57780017,87.4092411,6427.502304,1342.912361,1,1
1653308916,5420,1618,7551,1417,90.96656372,92.7180508,6495.659857,1516.541703,1,1
1653308917,5420,1618,7551,1417,93.79898632,88.04440553,6451.781393,1520.680404,1,1
1653308918,5420,1618,7551,1417,92.39654979,94.81012923,6499.237057,1516.204294,1,1
1653308919,5420,1618,7551,1417,90.8652874,91.14749329,6487.152029,1517.344177,1,1
1653308920,5420,1618,8030,1428,94.09670569,94.20773581,6725.769468,1522.943985,1,1
1653308921,5420,1618,8030,1428,92.40934231,94.36943073,6738.694893,1522.003054,1,1
1653308922,5420,1618,8030,1428,90.86112126,94.91493844,6753.476389,1520.927006,1,1
1653308923,5420,1618,7711,1469,96.50311818,97.90794171,6573.777437,1542.961659,1,1
1653308924,5420,1618,7711,1469,89.44593514,94.09050708,6594.488015,1541.614704,1,1
1653308925,5420,1618,7711,1469,93.06697639,94.58815052,6574.785677,1542.896086,1,1
1653308926,5420,1618,7711,1469,89.9564523,97.13889515,6609.474842,1540.640004,1,1
1653308927,5420,1618,7711,1469,86.62583964,89.93499902,6586.969325,1542.103697,1,1
1653308928,5420,1618,6688,1232,94.09335731,75.99493701,5986.538576,1445.536364,1,1
1653308929,5420,1618,7245,1454,89.49532458,94.74739165,6358.511944,1533.662488,1,1
1653308930,5420,1618,7245,1454,93.77558621,84.16246288,6283.202084,1540.430059,1,1
1653308931,5420,1618,7245,1454,93.31492865,82.95449737,6278.866799,1540.819641,1,1
1653308932,5420,1618,7245,1454,90.4403255,84.51438754,6301.592468,1538.777444,1,1
1653308933,5420,1618,7245,1454,90.71350924,97.91122196,6367.319998,1532.87097,1,1
1653308934,5420,1618,7245,1454,91.72199285,84.50694418,6295.141028,1539.35719,1,1
1653308935,5420,1618,7245,1454,92.49593441,96.95526054,6353.97854,1534.069874,1,1
1653308936,5420,1618,7245,1454,91.46826107,96.05185893,6354.804449,1533.995655,1,1
1653308937,5420,1618,7245,1454,93.57209871,92.29609911,6326.235617,1536.562936,1,1
1653308938,5420,1618,7470,1717,90.1195818,84.44462736,6411.678002,1665.890791,1,1
1653308939,5035,926,6475,2056,92.96028324,75.93867375,5682.438517,1434.059392,1,1
1653308940,3924,553,5571,1285,92.9133509,88.76234238,4728.684299,910.6374662,1,1
1653308941,3640,440,4287,826,97.466366,95.06187731,3959.459803,630.5896195,1,1
1653308942,3325,2237,3163,1882,85.61494798,89.88448952,3242.029436,2055.181789,1,1
1653308943,4352,4767,3417,2515,66.18055947,96.22927442,3798.004165,3432.669924,1,1
1653308944,4352,4767,3947,3522,77.55531679,85.91499856,4139.144386,4112.666074,1,1
1653308946,3338,4940,3847,4904,80.83375216,90.24499552,3606.500345,4921.009799,1,1
1653308952,3296,4987,3609,4514,84.32334481,82.39267051,3450.687633,4753.238816,1,1
1653308953,3931,5595,4655,4968,91.2998912,77.143727,4262.577171,5307.846842,1,1
1653308954,3931,5595,5042,4843,90.64110018,90.98892302,4487.563787,5218.279957,1,1
1653308955,4283,5857,5042,4843,92.67409201,90.47779544,4657.949162,5356.079775,1,1
1653308956,4283,5857,5042,4843,90.90986461,95.16590692,4671.180163,5338.403576,1,1
1653308957,4283,5857,5042,4843,88.65763719,90.3164555,4666.017389,5345.300879,1,1
1653308958,4074,5416,5042,4843,87.85576431,90.72063054,4565.764717,5124.903736,1,1
1653308959,4074,5416,5042,4843,89.93022856,74.62724021,4512.990518,5156.143009,1,1
1653308960,4074,5416,5183,5159,92.11022578,86.23618026,4610.2369,5291.732296,1,1
1653308961,4074,5416,5183,5159,89.41884403,82.80139589,4607.193706,5292.437527,1,1
1653308962,4074,5416,4733,5339,90.47899418,74.59843241,4371.801874,5381.203726,1,1
1653308963,4074,5416,4351,5713,90.55859239,95.48558687,4216.167885,5568.432715,1,1
1653308964,4326,5821,3933,6045,93.83722917,84.84983705,4139.383326,5927.366756,1,1
1653308965,4326,5821,4374,6392,93.45210946,84.51983165,4348.795458,6092.17097,1,1
1653308966,4326,5821,4374,6392,90.10173101,83.9837199,4349.156551,6096.466467,1,1
1653308967,4076,5470,4374,6392,89.87134243,83.45055253,4219.480226,5913.922041,1,1
1653308968,4076,5470,5007,5423,88.99512641,85.24777951,4531.488746,5447.005402,1,1
1653308969,4076,5470,5007,5423,87.98589295,88.44930573,4542.722651,5446.438276,1,1
1653308970,4076,5470,5201,5189,89.18031336,86.07651935,4628.538139,5331.988251,1,1
1653308971,4076,5470,5201,5189,87.89215289,85.96985673,4632.280748,5331.053431,1,1
1653308972,4076,5470,5201,5189,87.10877004,85.6585095,4633.778206,5330.679399,1,1
1653308973,4076,5470,5201,5189,88.26620776,89.50497661,4642.419687,5328.520949,1,1
1653308974,4076,5470,5201,5189,89.49321026,86.29960937,4628.28115,5332.052442,1,1
1653308975,4076,5470,5201,5189,86.64285838,86.60420629,4638.374504,5329.531346,1,1
1653308976,4076,5470,5506,5377,88.28950293,82.47575236,4766.657626,5425.083105,1,1
1653308977,3793,5201,5689,5061,87.63379192,86.7298549,4736.085373,5131.362894,1,1
1653308978,4153,5533,5284,4456,92.91562048,85.84301809,4696.125939,5015.805803,1,1
1653308979,4153,5533,5009,4797,88.91589445,90.77136961,4585.419586,5161.199982,1,1
1653308980,4153,5533,5009,4797,87.94511571,77.30399746,4553.439195,5188.697141,1,1
1653308981,4332,5803,5180,5178,93.56631287,92.0840838,4752.614792,5492.994994,1,1
1653308982,4332,5803,5180,5178,93.21826763,91.9081953,4752.999507,5492.711448,1,1
1653308983,4332,5803,5180,5178,90.82288325,91.37410405,4757.282774,5489.554559,1,1
1653308984,4332,5803,5180,5178,92.13249863,89.59438263,4750.07814,5494.864579,1,1
1653308985,4332,5803,5180,5178,94.24284924,88.92592515,4743.692357,5499.571081,1,1
1653308986,4332,5803,5180,5178,91.32677889,91.67871836,4756.815398,5489.899029,1,1
1653308987,4332,5803,5180,5178,91.37429484,90.07872984,4752.972662,5492.731233,1,1
1653308988,4332,5803,5180,5178,91.70024925,91.81050586,4756.254747,5490.312244,1,1
1653308989,4332,5803,5180,5178,91.60728144,90.6675046,4753.81393,5492.111195,1,1
1653308990,4332,5803,5180,5178,92.36347611,90.17082992,4750.90681,5494.253826,1,1
1653308991,4332,5803,5180,5178,89.00874343,86.84183578,4750.775287,5494.350762,1,1
1653308992,4332,5803,5180,5178,93.10772421,84.45196945,4735.330669,5505.733882,1,1
1653308993,4332,5803,5180,5178,89.8116163,91.16898521,4759.180034,5488.156225,1,1
1653308994,4332,5803,5180,5178,93.17138197,84.46316382,4735.214153,5505.819758,1,1
1653308995,4332,5803,4918,5361,91.88035627,80.04271883,4604.8257,5597.216793,1,1
1653308996,4332,5803,5267,5397,95.74761957,94.36300674,4796.095106,5601.478489,1,1
1653308997,4332,5803,5267,5397,89.51768851,85.44694716,4788.623107,5604.723014,1,1
1653308998,4332,5803,5022,5171,93.20026997,84.25422535,4659.607454,5502.930563,1,1
1653308999,4332,5803,5022,5171,94.00211633,91.37008649,4672.101475,5491.486765,1,1
1653309000,4332,5803,5022,5171,88.80166149,76.5506508,4651.438829,5510.412551,1,1
1653309001,4332,5803,5022,5171,90.54608142,89.75593755,4675.488094,5488.384818,1,1
1653309002,4332,5803,5022,5171,93.66884358,90.62383575,4671.299678,5492.221165,1,1
1653309003,4332,5803,5022,5171,93.75231337,89.19071193,4668.397581,5494.879317,1,1
1653309004,4332,5803,5022,5171,91.86375347,90.19537298,4673.838438,5489.895808,1,1
1653309005,4332,5803,5377,5478,93.53438529,95.49132164,4859.909313,5638.817678,1,1
1653309006,4332,5803,4678,2006,90.26537037,74.59581751,4488.556878,4084.946632,1,1
1653309007,4332,5803,4574,3438,93.13960485,85.43312264,4447.778126,4671.531954,1,1
1653309008,4332,5803,4587,4185,91.85623293,84.17600718,4453.937219,5029.29639,1,1
1653309009,4332,5803,4587,4185,92.5339913,83.80438304,4453.188129,5034.04944,1,1
1653309010,4332,5803,4627,4483,91.64132349,81.58912211,4470.940883,5181.298423,1,1
1653309011,4332,5803,4627,4483,90.3690902,82.47450128,4472.762973,5173.145339,1,1
1653309012,4332,5803,4980,5124,87.60974432,88.64438374,4657.901931,5461.507082,1,1
1653309013,4332,5803,4980,5124,94.36775395,90.51044636,4649.240049,5470.583344,1,1
1653309014,4332,5803,4980,5124,87.88569308,88.02031894,4656.247966,5463.240171,1,1
1653309015,4332,5803,4980,5124,90.8465231,90.08149839,4654.630019,5464.935521,1,1
1653309016,4332,5803,4825,5434,91.490722,78.21632475,4559.218898,5632.931494,1,1
1653309017,4214,5341,5171,5939,88.10793649,83.26855706,4678.987977,5631.556751,1,1
1653309018,4136,5014,4991,6971,91.40910561,87.24883677,4553.545139,5969.71443,1,1
1653309019,4136,5014,5022,7498,91.14168533,90.35879337,4577.089145,6250.642704,1,1
1653309022,4441,5312,4484,6486,88.8456584,73.80490627,4460.511835,5844.71847,1,1
1653309023,4441,5312,4484,6486,87.3339856,91.84202672,4463.040937,5913.76883,1,1
1653309024,4272,5632,5375,6434,81.16220375,81.56796114,4824.87513,6033.999868,1,1
1653309025,2226,5720,4440,4878,81.88100866,85.26538094,3355.414484,5290.475612,1,1
1653309026,2091,5318,3987,4506,92.14823269,90.956859,3032.831836,4914.64164,1,1
1653309027,2204,4758,2427,5071,86.34367379,84.6551557,2314.399,4912.95465,1,1
1653309029,2191,4012,965,5193,95.06551374,77.93852238,1638.685554,4544.041893,1,1
1653309030,1000,4558,535,5465,92.10396151,94.43346758,764.5965068,5017.163373,1,1
1653309031,762,4777,513,5986,91.86849502,90.8684244,638.1813554,5378.191732,1,1
1653309032,762,4777,513,5986,91.37883301,90.12987948,638.3566791,5377.340462,1,1
1653309033,101,5460,351,5528,84.463023,90.02093418,229.9816778,5495.083016,1,1
1653309034,101,5460,1095,6245,85.22876719,80.35469117,583.370424,5840.946462,1,1
1653309035,-189,6008,927,6522,84.54263924,82.79027283,363.1564367,6262.30861,1,1
1653309036,-279,6553,927,6522,84.15915193,82.6932258,318.7021824,6537.636179,1,1
1653309037,-499,6078,927,6522,85.0490806,82.58266157,203.5094047,6296.733644,1,1
1653309038,-499,6078,927,6522,86.5279362,82.51321758,197.066287,6294.727512,1,1
1653309039,-310,5629,575,6702,86.06699599,81.81119691,121.282396,6151.899447,1,1
1653309040,-310,5629,575,6702,87.74017592,83.18216162,120.6997792,6151.193066,1,1
1653309041,-416,5974,575,6702,86.19180661,85.25404123,76.78974046,6336.009012,1,1
1653309042,-106,6059,898,6609,87.12631039,81.67401075,379.7852535,6325.11742,1,1
1653309043,-106,6059,898,6609,87.52474131,80.86096637,376.1336166,6323.117021,1,1
1653309044,-405,6461,643,6317,83.78571965,84.64471522,121.6724011,6388.6328,1,1
1653309045,46,5509,740,6659,90.29419536,84.25936052,381.0031794,6064.120542,1,1
1653309046,46,5509,740,6659,91.66229557,84.76777087,379.4399525,6061.530181,1,1
1653309047,193,5978,378,6816,95.70578436,92.89945054,284.123655,6390.765529,1,1
1653309048,612,5380,378,6816,86.02053413,88.33695957,493.4455972,6107.538985,1,1
1653309049,885,5699,378,6816,87.4306242,87.35322839,631.612252,6257.252691,1,1
1653309050,1027,6020,378,6816,83.73921578,87.5965688,695.194398,6426.960338,1,1
1653309051,1027,6020,378,6816,85.06110319,87.21567317,698.4416587,6422.977565,1,1
1653309052,1027,6020,378,6816,85.16813633,86.76670785,699.4829475,6421.700422,1,1
1653309053,1027,6020,504,7200,83.82754207,85.20839785,763.3638047,6614.819714,1,1
1653309054,1027,6020,504,7200,81.26347508,84.91110443,759.7599218,6622.950846,1,1
1653309055,1027,6020,504,7200,83.10603928,88.01586947,757.9970414,6626.928281,1,1
1653309056,647,6336,149,7394,91.81842274,92.35307739,397.2771465,6866.535701,1,1
1653309057,174,6137,765,6735,94.02862529,83.92300704,452.7189784,6419.020218,1,1
1653309058,-85,5684,765,6735,89.93892557,84.62471663,327.061803,6193.5023,1,1
1653309059,-85,5684,765,6735,88.09423201,82.34293555,325.6586387,6191.767329,1,1
1653309060,-11,5267,765,6735,84.26329578,83.71653541,375.7370923,5998.610891,1,1
1653309061,105,5858,765,6735,95.54132322,85.47730307,416.653122,6272.120891,1,1
1653309062,-76,5514,765,6735,88.46548339,84.47142432,334.7883551,6110.400216,1,1
1653309063,-76,5514,765,6735,89.15563282,85.48591372,335.6640906,6111.671646,1,1
1653309064,-76,5514,765,6735,85.93447196,87.14651939,347.4446673,6128.775195,1,1
1653309065,-76,5514,765,6735,87.97033135,87.43385213,343.2138875,6122.632767,1,1
1653309066,-76,5514,765,6735,88.92424974,81.38257276,325.879048,6097.4653,1,1
1653309067,-76,5514,614,6345,89.77896402,87.97354462,265.4958599,5925.279796,1,1
1653309068,-76,5514,146,6378,89.4957019,87.76665024,33.91728429,5941.786188,1,1
1653309069,229,5843,458,6553,89.43115264,88.62324573,342.9804658,6196.389217,1,1
1653309070,823,5595,352,7061,91.7801403,84.85200987,596.7371333,6299.249177,1,1
1653309071,1073,5318,352,7061,91.50352994,87.01718875,721.5595983,6167.598641,1,1
1653309072,1073,5318,7,7136,91.59556088,86.2725833,555.9508442,6199.796778,1,1
1653309073,815,5499,7,7136,89.90655113,88.04319451,415.2303858,6308.92928,1,1
1653309074,815,5499,-152,6764,91.27006352,87.74748445,341.0139666,6119.054118,1,1
1653309075,815,5499,228,6838,89.29290313,90.72932104,519.15813,6173.842017,1,1
1653309076,815,5499,228,6838,87.35145278,86.33776198,523.2129345,6164.592642,1,1
1653309077,815,5499,228,6838,89.6409562,87.00853741,525.8737171,6158.523156,1,1
1653309078,815,5499,339,7149,89.72395466,84.85862202,583.6326731,6301.008591,1,1
1653309079,815,5499,-77,6852,90.39403555,90.43499922,368.8989665,6175.653249,1,1
1653309080,815,5499,-39,6499,89.7730311,91.30939594,384.3771869,6003.24217,1,1
1653309081,815,5499,-39,6499,89.92249533,87.85448452,392.9671258,5993.183694,1,1
1653309082,815,5499,-39,6499,90.76287775,87.04832819,396.9202064,5988.554793,1,1
1653309083,815,5499,-39,6499,89.22205531,89.56050582,387.1916529,5999.946542,1,1
1653309084,815,5499,-39,6499,90.23444225,89.26112211,390.3154205,5996.288735,1,1
1653309085,968,5224,-39,6499,92.24678635,91.21913255,467.3202714,5857.92915,1,1
1653309086,995,5692,-39,6499,86.40672442,91.41737812,463.4321887,6106.869655,1,1
1653309087,995,5692,-39,6499,90.18409893,88.86106706,481.8203069,6092.518387,1,1
1653309088,995,5692,-303,6656,91.2054171,88.31540574,356.4479099,6166.240535,1,1
1653309089,995,5692,-198,7163,90.16892733,89.05638427,402.2027802,6422.934376,1,1
1653309090,750,5411,-259,6823,86.71625966,89.49442205,237.5459821,6128.130895,1,1
1653309091,750,5411,-259,6823,86.65607319,89.95237689,236.0837732,6130.177118,1,1
1653309092,1204,6002,-259,6823,87.75159542,91.22000101,458.3237914,6420.455343,1,1
1653309093,1191,5544,-259,6823,86.79366745,90.95117833,449.0420096,6198.458117,1,1
1653309094,833,5504,-259,6823,85.39242303,88.86019286,276.1341526,6176.62459,1,1
1653309095,833,5504,-259,6823,93.05414205,89.01025766,299.127362,6148.851657,1,1
1653309096,833,5504,-259,6823,89.73076777,88.78230854,289.9009569,6159.996005,1,1
1653309097,793,5177,-259,6823,87.72481588,87.62844783,267.2890713,5999.547708,1,1
1653309098,793,5177,-499,6571,87.67281305,86.1084361,152.8152851,5867.725613,1,1
1653309099,793,5177,-499,6571,88.87293696,87.26650905,152.8916526,5867.643217,1,1
1653309100,793,5177,-836,6833,89.70439802,86.14673442,-5.021760945,5988.248641,1,1
1653309101,793,5177,-836,6833,88.41052465,87.24375385,-16.08974282,5999.50007,1,1
1653309102,793,5177,-836,6833,90.2166793,86.87555866,-6.133190067,5989.378492,1,1
1653309103,793,5177,-836,6833,88.66343404,86.14221504,-9.75247989,5993.05777,1,1
1653309104,892,5501,-511,6800,91.02462499,90.75559838,191.5381887,6149.538769,1,1
1653309105,892,5501,-511,6800,89.23352057,87.74802317,196.3880514,6145.048411,1,1
1653309106,783,5195,257,6932,84.60603477,94.77951957,505.0844929,6112.755201,1,1
1653309108,785,4607,443,7537,93.65004658,93.28113692,614.3374694,6069.108815,1,1
1653309109,785,4607,-1624,6900,94.6307338,78.05996119,-303.9205496,5643.486019,1,1
1653309110,309,4263,-2053,7608,93.18596183,81.8881264,-795.7880158,5827.570666,1,1
1653309115,-287,2526,-2235,4517,90.12978188,78.58965881,-1194.380055,3453.409491,1,1
1653309120,345,151,-1421,2147,89.34322324,70.00370148,-430.8325868,1027.875336,1,1
1653309122,2013,-564,-2262,279,88.84196853,94.39382695,-189.2640781,-129.7289783,1,1
1653309123,892,-1008,-1821,-766,80.09526834,81.37592822,-475.2586689,-886.0403251,1,1
1653309124,695,-1365,-589,-408,94.55787251,86.95853807,79.87786023,-906.5327977,1,1
1653309125,1002,-1638,-517,-1627,93.90258489,82.56802962,291.2820295,-1632.85326,1,1
1653309127,1676,-1885,692,-2084,91.15360567,85.5161241,1199.699582,-1981.324983,1,1
1653309128,2422,-1753,2217,-3190,95.40354128,88.24821519,2323.493542,-2443.506248,1,1
1653309130,3135,-734,2124,-2962,92.70371017,79.14209812,2669.392709,-1760.086096,1,1
1653309131,3601,489,2779,-1515,95.90833503,83.27911451,3218.967484,-442.3785419,1,1
1653309132,3886,753,3313,-1430,94.4719027,73.80087831,3634.694334,-204.4175715,1,1
1653309133,3886,753,4671,-2284,86.2309046,53.81943531,4187.664792,-414.0776746,1,1
1653309134,3886,753,4671,-2284,93.97303715,64.09818493,4204.319012,-478.5093479,1,1
1653309135,3886,753,3755,-643,91.57354061,61.65459433,3833.289368,191.2897519,1,1
1653309136,3886,753,3897,390,89.61182951,90.7392504,3891.534382,570.3653969,1,1
1653309137,3886,753,3897,390,90.25460333,89.2538894,3891.469339,572.5118161,1,1
1653309138,3886,753,5295,-620,89.9287275,60.87495126,4454.771313,198.7608145,1,1
1653309139,3886,753,4995,-1019,92.79198456,83.26173877,4410.483473,-85.03851639,1,1
1653309140,3886,753,5311,-1179,93.10231103,89.6791637,4585.156238,-194.9086681,1,1
1653309141,3886,753,5821,-1726,87.60211458,80.7351816,4814.033062,-435.9374472,1,1
1653309142,3886,753,2332,-998,92.91674757,78.31958902,3175.235896,-47.86740412,1,1
1653309143,3886,753,4499,-671,93.09664658,73.43795215,4156.318991,125.0485433,1,1
1653309144,4326,540,4747,152,93.30123249,91.16683961,4534.064404,348.2446823,1,1
1653309145,4493,825,5297,613,91.72157491,93.7725261,4899.44479,717.8279906,1,1
1653309147,4493,825,5297,613,88.26781077,95.03538199,4909.841878,715.08647,1,1
1653309148,5234,162,5297,613,95.4707451,92.44651094,5264.993057,383.8709304,1,1
1653309149,5799,-284,5297,613,88.3188478,95.69374844,5537.940362,182.4750898,1,1
1653309150,5360,37,5297,613,86.75500936,92.54243109,5327.483233,334.2961587,1,1
1653309151,5431,404,5297,613,90.19980213,92.64431496,5363.104251,509.8971004,1,1
1653309152,5566,993,5638,1014,94.59567264,95.07440845,5602.090866,1003.526502,1,1
1653309153,5566,993,5257,1488,94.31348166,82.5441077,5421.781539,1224.029573,1,1
1653309154,2264,2217,5257,1488,60.55285825,88.33368203,4039.732782,1784.487739,1,1
1653309155,4423,1362,5752,924,82.07820929,95.58793919,5138.028565,1126.347245,1,1
1653309156,4642,1658,5406,1280,94.99098708,89.76308527,5013.19072,1474.348047,1,1
1653309157,4948,1459,5406,1280,98.72894461,85.01407232,5159.907074,1376.180423,1,1
1653309158,4948,1459,5406,1280,90.63431234,81.86251531,5165.354907,1374.051248,1,1
1653309159,5426,1217,5406,1280,96.36333426,85.54134034,5416.594927,1246.625981,1,1
1653309160,5426,1217,5041,1709,93.55754801,79.33274335,5249.338222,1442.759986,1,1
